identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;dept;pays;latitude;longitude;wgs84;Coeff_Total
14834A;TRILPORT BP;Bureau de poste;43 RUE DE MONTCEAUX;;;77470;TRILPORT;77;FRANCE;48.956869;2.949137;48.956869, 2.949137;1,354689555
14658A;BRAY SUR SEINE;Bureau de poste;RUE DES TAUPINS;;;77480;BRAY SUR SEINE;77;FRANCE;48.4147;3.23706;48.4147, 3.23706;1,391514419
14884A;CHELLES FOCH BP;Bureau de poste;52 B AVENUE DU MARECHAL FOCH;;;77500;CHELLES;77;FRANCE;48.8707;2.57611;48.8707, 2.57611;1,384715267
14706A;DOUE AP;Agence postale commnunale;10 RUE DU GENERAL D HARVILLE;;;77510;DOUE;77;FRANCE;48.8667;3.16332;48.8667, 3.16332;1,397226798
14844A;VERDELOT AP;Agence postale commnunale;1 RUE DE L EGLISE;;;77510;VERDELOT;77;FRANCE;48.8756;3.36625;48.8756, 3.36625;1,350885834
14655A;BOIS LE ROI;Bureau de poste;6 AVENUE GALLIENI;;;77590;BOIS LE ROI;77;FRANCE;48.47476;2.691811;48.47476, 2.691811;1,366611468
14708A;EGREVILLE BP;Bureau de poste;23 RUE SAINT MARTIN;;;77620;EGREVILLE;77;FRANCE;48.1764;2.87223;48.1764, 2.87223;1,379959422
14739A;JOUARRE BP;Bureau de poste;RESIDENCE DU PARC;;;77640;JOUARRE;77;FRANCE;48.9272;3.13198;48.9272, 3.13198;1,391557799
14811A;SAINT MAMMES BP;Bureau de poste;123 RUE GRANDE;;;77670;ST MAMMES;77;FRANCE;48.384904;2.811331;48.384904, 2.811331;1,368864313
14738A;BAILLY ROMAINVILLIERS BP;Bureau de poste;70 RUE DE MAGNY;;;77700;BAILLY ROMAINVILLIERS;77;FRANCE;48.850272;2.818927;48.850272, 2.818927;1,392000281
14806A;SAACY SUR MARNE BP;Bureau de poste;40 RUE CHEF DE VILLE;;;77730;SAACY SUR MARNE;77;FRANCE;48.961531;3.2087;48.961531, 3.2087;1,383042608
14788A;ORLY SUR MORIN AP;Agence postale commnunale;LE BOURG;;;77750;ORLY SUR MORIN;77;FRANCE;48.9037;3.22988;48.9037, 3.22988;1,381896849
14810A;SAINT GERMAIN SUR MORIN AP;Agence postale commnunale;50 RUE DE PARIS CENTRE COMMERCIA;;;77860;ST GERMAIN SUR MORIN;77;FRANCE;48.8837;2.84499;48.8837, 2.84499;1,364304428
14839A;VARREDDES BP;Bureau de poste;44 RUE MOREAU DUCHESNE;;;77910;VARREDDES;77;FRANCE;49.0007;2.9289;49.0007, 2.9289;1,360740648
14794A;PERTHES BP;Bureau de poste;20 RUE DE MILLY;;;77930;PERTHES;77;FRANCE;48.4745;2.55275;48.4745, 2.55275;1,380970374
14764A;LE MESNIL AMELOT BP;Bureau de poste;8 GRANDE COUR;;;77990;LE MESNIL AMELOT;77;FRANCE;49.0191;2.59001;49.0191, 2.59001;1,36649035
15049A;VERSAILLES GLATIGNY BP;Bureau de poste;2 ROND POINT DE LA CHAPELLE;;;78000;VERSAILLES;78;FRANCE;48.8217;2.1425;48.8217, 2.1425;1,385179741
15052A;VERSAILLES SAINT LOUIS BP;Bureau de poste;75 RUE ROYALE;;;78000;VERSAILLES;78;FRANCE;48.7958;2.12566;48.7958, 2.12566;1,392033707
15056A;VERSAILLES PORCHEFONTAINE BP;Bureau de poste;82 RUE YVES LE COZ;;;78000;VERSAILLES;78;FRANCE;48.7953;2.15627;48.7953, 2.15627;1,389921146
15030A;LE VESINET CENTRE;Bureau de poste;2 AVENUE DES PAGES;;;78110;LE VESINET;78;FRANCE;48.8941;2.13551;48.8941, 2.13551;1,355293204
18857B;RPC - COMMERCE MULTISERVICES AP;Relais poste commerçant;3 PLACE DU MARECHAL DE HAUTECLOCQUE;;;78117;TOUSSUS LE NOBLE;78;FRANCE;48.7458798;2.1139874;48.7458798, 2.1139874;1,35638635
14901A;AULNAY SUR MAULDRE AP;Agence postale commnunale;24 TER GRANDE RUE;;;78126;AULNAY SUR MAULDRE;78;FRANCE;48.92914;1.843756;48.92914, 1.843756;1,365884157
15077A;VELIZY VILLACOUBLAY AP;Agence postale commnunale;RUE ALBERT PERDREAUX;;;78140;VELIZY VILLACOUBLAY;78;FRANCE;48.7974;2.19421;48.7974, 2.19421;1,396775397
14930A;LE CHESNAY PRINCIPAL;Bureau de poste;17 RUE POTTIER;;;78150;LE CHESNAY;78;FRANCE;48.8272;2.1255;48.8272, 2.1255;1,394175783
54261A;ROCQUENCOURT AP;Agence postale commnunale;1 ALLEE MURAT;;;78150;ROCQUENCOURT;78;FRANCE;48.8357;2.11802;48.8357, 2.11802;1,386258885
15022A;TRAPPES;Bureau de poste;2 RUE LEO LAGRANGE;;;78190;TRAPPES;78;FRANCE;48.7772;1.98634;48.7772, 1.98634;1,367028854
15062A;TRAPPES BP;Bureau de poste;9 RUE PIERRE SEMARD;;;78190;TRAPPES;78;FRANCE;48.776449;2.003943;48.776449, 2.003943;1,355097122
15069A;MANTES LA JOLIE GAMBETTA;Bureau de poste;17 RUE GAMBETTA;;;78200;MANTES LA JOLIE;78;FRANCE;48.9893;1.7169;48.9893, 1.7169;1,397197389
14960A;HARDRICOURT AP;Agence postale commnunale;10 RUE CHANTEREINE;;;78250;HARDRICOURT;78;FRANCE;49.0055;1.897;49.0055, 1.897;1,360484586
14959A;GUYANCOURT VILLAROY;Bureau de poste;1 RUE LOUIS LE VAU;;;78280;GUYANCOURT;78;FRANCE;48.768466;2.078015;48.768466, 2.078015;1,386071419
17390A;VILLENEUVE ST GEORGES LECLERC BP;Bureau de poste;169 AV DE LA DIVISION LECLERC;;;94190;VILLENEUVE ST GEORGES;94;FRANCE;48.740976;2.456968;48.740976, 2.456968;1,396385294
84191A;L HAY LES ROSES AP;Agence postale commnunale;1 RUE LEON BLUM;;;94240;L HAY LES ROSES;94;FRANCE;48.7679;2.32412;48.7679, 2.32412;1,395718357
17312A;GENTILLY CHAPERON VERT BP;Bureau de poste;1ER AVENUE DU CHAPERON VERT;;;94250;GENTILLY;94;FRANCE;48.8132;2.33394;48.8132, 2.33394;1,388971966
17338A;VILLENEUVE LE ROI;Bureau de poste;PLACE DE L ABBE BONIN;;;94290;VILLENEUVE LE ROI;94;FRANCE;48.7342;2.41929;48.7342, 2.41929;1,369552008
17396A;VILLENEUVE LE ROI LES VOEUX BP;Bureau de poste;22 AVENUE LE FOLL;;;94290;VILLENEUVE LE ROI;94;FRANCE;48.728;2.43644;48.728, 2.43644;1,380393341
17323A;ORLY PRINCIPAL;Bureau de poste;16 RUE DU COMMERCE;;;94310;ORLY;94;FRANCE;48.7433;2.39987;48.7433, 2.39987;1,364311006
17342A;VITRY SUR SEINE PRINCIPAL;Bureau de poste;11 AVENUE DU GENERAL LECLERC;;;94400;VITRY SUR SEINE;94;FRANCE;48.7901;2.38997;48.7901, 2.38997;1,365219021
17331A;SAINT MAURICE  LECLERC BP;Bureau de poste;23 RUE DU MARECHAL LECLERC;;;94410;ST MAURICE;94;FRANCE;48.8183;2.4216;48.8183, 2.4216;1,383185754
17306A;MAROLLES EN BRIE BP;Bureau de poste;1 PLACE DES 4 SAISONS;;;94440;MAROLLES EN BRIE;94;FRANCE;48.7373;2.55313;48.7373, 2.55313;1,383031216
17332A;SANTENY BP;Bureau de poste;RUE DE LA LIBERATION;;;94440;SANTENY;94;FRANCE;48.7251;2.57051;48.7251, 2.57051;1,354229597
17324A;ORMESSON SUR MARNE BP;Bureau de poste;15 AVENUE WLADIMIR D ORMESSON;;;94490;ORMESSON SUR MARNE;94;FRANCE;;;;1,359959315
17346A;CHAMPIGNY PLATEAU BP;Bureau de poste;56 AVENUE DE COEUILLY;;;94500;CHAMPIGNY SUR MARNE;94;FRANCE;48.8122;2.52634;48.8122, 2.52634;1,397760489
17387A;CHAMPIGNY COEUILLY;Bureau de poste;ROND POINT DU CHATEAU;;;94500;CHAMPIGNY SUR MARNE;94;FRANCE;48.8109;2.54517;48.8109, 2.54517;1,381045701
17366A;CHOISY LES GONDOLES BP;Bureau de poste;20 AVENUE VICTOR HUGO;;;94600;CHOISY LE ROI;94;FRANCE;48.7674;2.41658;48.7674, 2.41658;1,380448919
17322A;NOISEAU BP;Bureau de poste;RUE PASTEUR;;;94880;NOISEAU;94;FRANCE;48.7759;2.54817;48.7759, 2.54817;1,362599263
17498A;SANNOIS CENTRE;Bureau de poste;6 R DU LIEUTENANT GEORGES KEISER;ENTREE 12;;95110;SANNOIS;95;FRANCE;48.9725;2.2563;48.9725, 2.2563;1,355232363
17458A;GARGES LES GONESSE;Bureau de poste;9 PLACE DE L HOTEL DE VILLE;;;95140;GARGES LES GONESSE;95;FRANCE;48.972067;2.400078;48.972067, 2.400078;1,366819611
17444A;DEUIL LA BARRE;Bureau de poste;40 RUE DE LA BARRE;;;95170;DEUIL LA BARRE;95;FRANCE;48.9735;2.32358;48.9735, 2.32358;1,364266648
17416A;SARCELLES CHANTEPIE BP;Bureau de poste;RUE D ESTIENNE D ORVES;ALL DU JEU DE BOULES CCAL CHANTEPIE;;95200;SARCELLES;95;FRANCE;48.9866;2.37151;48.9866, 2.37151;1,376619271
17544A;SARCELLES CHOLETTES;Bureau de poste;5 PLACE JEAN MOULIN;;;95200;SARCELLES;95;FRANCE;48.9767;2.37573;48.9767, 2.37573;1,363284067
17423A;BEAUMONT SUR OISE;Bureau de poste;14 RUE DE PARIS;;;95260;BEAUMONT SUR OISE;95;FRANCE;49.141971;2.284542;49.141971, 2.284542;1,377309173
17557A;JOUY LE MOUTIER BP;Bureau de poste;ALLEE DU PARC;CENTRE COMMERCIAL LES EGUERETS;;95280;JOUY LE MOUTIER;95;FRANCE;49.0117;2.04427;49.0117, 2.04427;1,374327564
17487A;PONTOISE;Bureau de poste;1 RUE VICTOR HUGO;;;95300;PONTOISE;95;FRANCE;49.0513;2.10031;49.0513, 2.10031;1,379010359
17496A;SAINT OUEN L'AUMONE;Bureau de poste;ALLEE DE FANO;;;95310;ST OUEN L AUMONE;95;FRANCE;49.0445;2.10552;49.0445, 2.10552;1,375534147
17445A;DOMONT;Bureau de poste;38 AVENUE JEAN JAURES;;;95330;DOMONT;95;FRANCE;49.0307;2.33423;49.0307, 2.33423;1,363425735
17330A;SAINT MAUR DES FOSSES PRINCIPAL;Bureau de poste;46 AVENUE FOCH;;;94100;ST MAUR DES FOSSES;94;FRANCE;48.8025;2.49136;48.8025, 2.49136;1,394503907
17370A;FONTENAY JOFFRE BP;Bureau de poste;1 AVENUE DU MARECHAL JOFFRE;;;94120;FONTENAY SOUS BOIS;94;FRANCE;48.8539;2.47032;48.8539, 2.47032;1,381510083
17328A;RUNGIS VILLE BP;Bureau de poste;6 PLACE LOUIS XIII;;;94150;RUNGIS;94;FRANCE;48.7504;2.34627;48.7504, 2.34627;1,355600378
57902A;LE PERREUX SUR MARNE AP;Relais poste commerçant;37 AVENUE DE BRY;;;94170;LE PERREUX SUR MARNE;94;FRANCE;48.8354;2.49741;48.8354, 2.49741;1,380903965
17384A;VILLENEUVE SAINT GEORGES A AP;Agence postale commnunale;RUE DE CHOISY;;;94190;VILLENEUVE S GEORGES;94;FRANCE;48.7491;2.43473;48.7491, 2.43473;1,381351494
14276A;PARIS PALAIS ROYAL;Bureau de poste;8 RUE MOLIERE;;;75001;PARIS;75;FRANCE;48.8646;2.33552;48.8646, 2.33552;1,364362796
14328A;PARIS SAINTONGE BP;Bureau de poste;64 RUE DE SAINTONGE;;;75003;PARIS;75;FRANCE;48.8641;2.36502;48.8641, 2.36502;1,377343198
14186A;PARIS ILE SAINT-LOUIS BP;Bureau de poste;16 RUE DES 2 PONTS;;;75004;PARIS;75;FRANCE;48.852;2.35682;48.852, 2.35682;1,360047985
14308A;PARIS LE MARAIS;Bureau de poste;27 RUE DES FRANCS BOURGEOIS;;;75004;PARIS;75;FRANCE;48.8572;2.36159;48.8572, 2.36159;1,376265755
14255A;PARIS JUSSIEU;Bureau de poste;30 B RUE DU CARDINAL LEMOINE;;;75005;PARIS;75;FRANCE;48.8477;2.35265;48.8477, 2.35265;1,382351793
14258A;PARIS PALAIS BOURBON;Bureau de poste;126 RUE DE L UNIVERSITE;;;75007;PARIS;75;FRANCE;48.8608;2.31784;48.8608, 2.31784;1,38717187
14380A;PARIS RASPAIL BP;Bureau de poste;3 BOULEVARD RASPAIL;;;75007;PARIS;75;FRANCE;48.8556;2.32587;48.8556, 2.32587;1,359136915
14312A;PARIS LA TREMOILLE BP;Bureau de poste;24 RUE DE LA TREMOILLE;;;75008;PARIS;75;FRANCE;48.8674;2.30377;48.8674, 2.30377;1,374999627
14349A;PARIS CANAL SAINT MARTIN;Bureau de poste;11 RUE LEON JOUHAUX;;;75010;PARIS;75;FRANCE;48.8696;2.36573;48.8696, 2.36573;1,385014922
14273A;PARIS GONCOURT;Bureau de poste;5 RUE DES GONCOURT;;;75011;PARIS;75;FRANCE;48.8693;2.3722;48.8693, 2.3722;1,368077889
14283A;PARIS DAUMESNIL / TAHITI;Bureau de poste;168 B AVENUE DAUMESNIL;;;75012;PARIS;75;FRANCE;48.8399;2.39382;48.8399, 2.39382;1,356033351
14217A;PARIS RIVE GAUCHE;Bureau de poste;RUE OLIVIER MESSIAEN;;;75013;PARIS;75;FRANCE;48.8308;2.37806;48.8308, 2.37806;1,387731008
14233A;PARIS ITALIE;Bureau de poste;23 AVENUE D ITALIE;;;75013;PARIS;75;FRANCE;48.8287;2.35678;48.8287, 2.35678;1,361878257
14382A;PARIS MASSENA BP;Bureau de poste;129 BOULEVARD MASSENA;;;75013;PARIS;75;FRANCE;48.8189;2.3611;48.8189, 2.3611;1,354313245
14170A;PARIS DAGUERRE BP;Bureau de poste;66 RUE DAGUERRE;;;75014;PARIS;75;FRANCE;48.8352;2.32626;48.8352, 2.32626;1,389787265
14385A;PARIS CITE UNIVERSITAIRE BP;Bureau de poste;19 BOULEVARD JOURDAN;;;75014;PARIS;75;FRANCE;48.8201;2.33912;48.8201, 2.33912;1,352028928
14290A;PARIS LOURMEL BP;Bureau de poste;38 RUE DE LOURMEL;;;75015;PARIS;75;FRANCE;48.8482;2.2901;48.8482, 2.2901;1,391506869
14358A;PARIS GEORGES BRASSENS BP;Bureau de poste;113 BOULEVARD LEFEBVRE;;;75015;PARIS;75;FRANCE;48.8295;2.2975;48.8295, 2.2975;1,352837957
14364A;PARIS BEAUGRENELLE / LOURMEL;Bureau de poste;67 AVENUE EMILE ZOLA;;;75015;PARIS;75;FRANCE;48.846629;2.285081;48.846629, 2.285081;1,386677485
14386A;PARIS DUPLEIX;Bureau de poste;27 RUE DESAIX;;;75015;PARIS;75;FRANCE;48.8519;2.29209;48.8519, 2.29209;1,369225402
14179A;PARIS VAN LOO BP;Bureau de poste;155 AVENUE DE VERSAILLES;;;75016;PARIS;75;FRANCE;48.8415;2.26665;48.8415, 2.26665;1,377059996
14388A;PARIS MOLITOR BP;Bureau de poste;35 BOULEVARD MURAT;;;75016;PARIS;75;FRANCE;48.8447;2.25734;48.8447, 2.25734;1,387547301
14315A;PARIS CARDINET BP;Bureau de poste;132 RUE DE SAUSSURE;;;75017;PARIS;75;FRANCE;48.8888;2.30876;48.8888, 2.30876;1,353474912
14329A;PARIS DEBUSSY;Bureau de poste;23 B RUE LEGENDRE;;;75017;PARIS;75;FRANCE;48.8839;2.3137;48.8839, 2.3137;1,396396047
14354A;PARIS BESSIERES;Bureau de poste;81 BOULEVARD BESSIERES;;;75017;PARIS;75;FRANCE;48.8963;2.31954;48.8963, 2.31954;1,370505663
14180A;PARIS TRISTAN TZARA BP;Bureau de poste;9 RUE TRISTAN TZARA;;;75018;PARIS;75;FRANCE;48.8948;2.36524;48.8948, 2.36524;1,360891611
14208A;PARIS LAMARCK BP;Bureau de poste;74 RUE LAMARCK;;;75018;PARIS;75;FRANCE;48.89;2.33876;48.89, 2.33876;1,379115519
14284A;PARIS MARX DORMOY;Bureau de poste;2 RUE ORDENER;;;75018;PARIS;75;FRANCE;48.8903;2.35973;48.8903, 2.35973;1,393477447
14282A;PARIS SIMON BOLIVAR;Bureau de poste;8 RUE CLAVEL;;;75019;PARIS;75;FRANCE;48.8747;2.38484;48.8747, 2.38484;1,370824172
14332A;PARIS OURCQ;Bureau de poste;62 RUE DE L OURCQ;;;75019;PARIS;75;FRANCE;48.8928;2.37831;48.8928, 2.37831;1,363235619
14167A;PARIS PLACE GAMBETTA;Bureau de poste;7 PLACE GAMBETTA;;;75020;PARIS;75;FRANCE;48.865;2.39785;48.865, 2.39785;1,384951924
14210A;PARIS SAINT BLAISE BP;Bureau de poste;37 RUE MOURAUD;;;75020;PARIS;75;FRANCE;48.8561;2.40849;48.8561, 2.40849;1,372259666
14357A;PARIS PALAIS D'IENA;Bureau de poste;9 PLACE D IENA;;;75116;PARIS;75;FRANCE;48.8645;2.29336;48.8645, 2.29336;1,356368786
14359A;PARIS MUETTE / MOZART;Bureau de poste;39 RUE DE LA POMPE;;;75116;PARIS;75;FRANCE;48.8612;2.27532;48.8612, 2.27532;1,389854031
14803A;LA ROCHETTE BP;Bureau de poste;65 RUE HONORE DAUMIER;;;77000;LA ROCHETTE;77;FRANCE;48.521845;2.661315;48.521845, 2.661315;1,364054203
14842A;VAUX LE PENIL;Bureau de poste;PLACE DUVAUCHELLE;;;77000;VAUX LE PENIL;77;FRANCE;48.5246;2.6806;48.5246, 2.6806;1,390166601
14761A;MEAUX PRINCIPAL;Bureau de poste;5 QUAI JACQUES PREVERT;;;77100;MEAUX;77;FRANCE;48.9572;2.88235;48.9572, 2.88235;1,360675604
14746A;COULOMMIERS VAUX AP;Relais poste commerçant;;ZAC DE VAUX LE SULKY D OR CTRE CIAL;;77120;COULOMMIERS;77;FRANCE;48.8053;3.08239;48.8053, 3.08239;1,35961046
14728A;LA GRANDE PAROISSE BP;Bureau de poste;2 GRANDE RUE;;;77130;LA GRANDE PAROISSE;77;FRANCE;48.3857;2.89844;48.3857, 2.89844;1,374863904
14771A;MONTEREAU;Bureau de poste;PLACE DU VIEUX MARCHE;;;77130;MONTEREAU FAULT YONNE;77;FRANCE;48.387252;2.956985;48.387252, 2.956985;1,359931438
14755A;LUZANCY BP;Bureau de poste;2 RUE DES JARDINETS;;;77138;LUZANCY;77;FRANCE;48.9726;3.18788;48.9726, 3.18788;1,39766675
16005B;RELAIS POSTE L ETANG AUTOMOBILE AP;Relais poste commerçant;231 ROUTE DEPARTEMENTALE;L ETANG AUTOMOBILE;;77141;VAUDOY EN BRIE;77;FRANCE;48.688767;3.080569;48.688767, 3.080569;1,376354171
14772A;MONTEVRAIN BP;Bureau de poste;PLACE DE LA POSTE;;;77144;MONTEVRAIN;77;FRANCE;48.875449;2.74655;48.875449, 2.74655;1,398131011
14760A;MAY EN MULTIEN AP;Agence postale commnunale;9 RUE DE SOISSONS;;;77145;MAY EN MULTIEN;77;FRANCE;49.0719;3.02062;49.0719, 3.02062;1,38797783
14851A;VILLENEUVE LES BORDES AP;Agence postale commnunale;RUE DU MONTOIS;;;77154;VILLENEUVE LES BORDES;77;FRANCE;48.4862;3.0473;48.4862, 3.0473;1,394569341
14800A;PROVINS;Bureau de poste;8 RUE DES BENEDICTINS;;;77160;PROVINS;77;FRANCE;48.560079;3.30255;48.560079, 3.30255;1,37352671
14659A;BRIE COMTE ROBERT;Bureau de poste;RUE PETIT DE BEAUVERGER;;;77170;BRIE COMTE ROBERT;77;FRANCE;48.69295;2.608491;48.69295, 2.608491;1,395009108
14690A;COUBERT BP;Bureau de poste;2 ALLEE DES CYGNES;;;77170;COUBERT;77;FRANCE;48.6794455;2.7083487;48.6794455, 2.7083487;1,374408449
14695A;COURTRY BP;Bureau de poste;RUE DES ORMEAUX;;;77181;COURTRY;77;FRANCE;48.9135;2.59799;48.9135, 2.59799;1,365726882
14796A;LE PIN BP;Bureau de poste;17 RUE DE COURTRY;;;77181;LE PIN;77;FRANCE;48.91565;2.627127;48.91565, 2.627127;1,352702854
14787A;NOISIEL  MENIER BP;Bureau de poste;102 PLACE GASTON MENIER;;;77186;NOISIEL;77;FRANCE;48.8561;2.62744;48.8561, 2.62744;1,373689214
14729A;GRETZ ARMAINVILLIERS BP;Bureau de poste;69 RUE DE PARIS;;;77220;GRETZ ARMAINVILLIERS;77;FRANCE;48.740682;2.736113;48.740682, 2.736113;1,383416067
14749A;LIVERDY EN BRIE AP;Agence postale commnunale;8 RUE DE MEAUX;;;77220;LIVERDY EN BRIE;77;FRANCE;48.7022;2.77836;48.7022, 2.77836;1,388631732
14781A;MOUSSY LE NEUF BP;Bureau de poste;9 RUE JEANNE D ARC;;;77230;MOUSSY LE NEUF;77;FRANCE;49.0635;2.60376;49.0635, 2.60376;1,37556041
14878A;FONTAINEBLEAU LES MARECHAUX BP;Bureau de poste;238 RUE GRANDE;;;77300;FONTAINEBLEAU;77;FRANCE;48.4121;2.70576;48.4121, 2.70576;1,397038085
14762A;LE MEE SUR SEINE;Bureau de poste;AVENUE DE LA LIBERATION;;;77350;LE MEE SUR SEINE;77;FRANCE;48.5444;2.64077;48.5444, 2.64077;1,366258577
14861A;LE MEE SUR SEINE COURTILLERAIES BP;Bureau de poste;86 ALLEE DE LA GARE;;;77350;LE MEE SUR SEINE;77;FRANCE;48.542;2.62721;48.542, 2.62721;1,365503818
14723A;FONTENAILLES AP;Relais poste commerçant;59 ROUTE DE MELUN;AUBERGE LA FORGE;;77370;FONTENAILLES;77;FRANCE;48.5562;2.9538;48.5562, 2.9538;1,367097846
14688A;COMBS LA VILLE;Bureau de poste;8 RUE PABLO PICASSO;ZAC SUD;;77380;COMBS LA VILLE;77;FRANCE;48.6588;2.56403;48.6588, 2.56403;1,371096712
14792A;OZOUER LE VOULGIS BP;Bureau de poste;50 RUE JUDE DE CRESNE;;;77390;OZOUER LE VOULGIS;77;FRANCE;48.6596;2.77585;48.6596, 2.77585;1,378935661
14829A;THORIGNY SUR MARNE BP;Bureau de poste;2 RUE DU MOUSTIER;;;77400;THORIGNY SUR MARNE;77;FRANCE;48.884245;2.712924;48.884245, 2.712924;1,375750133
14689A;CONGIS SUR THEROUANNE BP;Bureau de poste;14 RUE DE LA POSTE;;;77440;CONGIS SUR THEROUANNE;77;FRANCE;49.0054;2.97382;49.0054, 2.97382;1,378316949
14776A;MONTRY BP;Bureau de poste;AVENUE DE LA MAIRIE;;;77450;MONTRY;77;FRANCE;48.886864;2.827574;48.886864, 2.827574;1,367755555
14721A;FONTAINE FOURCHES AP;Agence postale commnunale;25 RUE SAINT MARTIN;;;77480;FONTAINE FOURCHES;77;FRANCE;48.4126;3.39433;48.4126, 3.39433;1,395350569
14802A;REBAIS BP;Bureau de poste;8 PROMENADE DE L OUEST;;;77510;REBAIS;77;FRANCE;48.8481;3.23087;48.8481, 3.23087;1,366479359
14714A;FAREMOUTIERS BP;Bureau de poste;16 RUE ROBERT MARTIN;;;77515;FAREMOUTIERS;77;FRANCE;48.801565;2.986495;48.801565, 2.986495;1,384288152
14774A;MONTIGNY LENCOUP AP;Agence postale commnunale;PLACE DE LA MAIRIE;;;77520;MONTIGNY LENCOUP;77;FRANCE;48.4525;3.06218;48.4525, 3.06218;1,371502512
14858A;VILLIERS SUR MORIN BP;Bureau de poste;33 RUE DE PARIS;;;77580;VILLIERS SUR MORIN;77;FRANCE;48.859654;2.879105;48.859654, 2.879105;1,394548984
14671A;CHARTRETTES BP;Bureau de poste;1 RUE BOILOT;;;77590;CHARTRETTES;77;FRANCE;48.488226;2.700781;48.488226, 2.700781;1,372223927
14722A;FONTAINE LE PORT BP;Bureau de poste;RUE VICTOR HUGO;;;77590;FONTAINE LE PORT;77;FRANCE;48.4864;2.75979;48.4864, 2.75979;1,382090713
14871A;BUSSY ST GEORGES;Bureau de poste;10 PLACE FULGENCE BIENVENUE;;;77600;BUSSY ST GEORGES;77;FRANCE;48.8393;2.70943;48.8393, 2.70943;1,396108213
14736A;LA HOUSSAYE EN BRIE BP;Bureau de poste;PLACE DU MARECHAL AUGEREAU;;;77610;LA HOUSSAYE EN BRIE;77;FRANCE;48.7533;2.87392;48.7533, 2.87392;1,358831839
14667A;CHANGIS SUR MARNE BP;Bureau de poste;28 RUE DU MONCEY;;;77660;CHANGIS SUR MARNE;77;FRANCE;48.9574;3.02177;48.9574, 3.02177;1,361751516
14869A;ROISSY EN BRIE CHARLES PATHE BP;Bureau de poste;9 PREMIERE AVENUE;;;77680;ROISSY EN BRIE;77;FRANCE;;;;1,388061223
13285B;MAGNY LE HONGRE BP;Bureau de poste;6 8 RUE DES CAMPANULES;;;77700;MAGNY LE HONGRE;77;FRANCE;48.8654;2.81461;48.8654, 2.81461;1,381869718
14665A;CHAMPEAUX BP;Bureau de poste;2 RUE GUILLAUME DE CHAMPEAUX;;;77720;CHAMPEAUX;77;FRANCE;48.5841;2.80801;48.5841, 2.80801;1,377228708
14668A;LA CHAPELLE GAUTHIER BP;Bureau de poste;52 BOULEVARD ROBERT;;;77720;LA CHAPELLE GAUTHIER;77;FRANCE;48.5498;2.90053;48.5498, 2.90053;1,367368896
14657A;BOURRON MARLOTTE BP;Bureau de poste;191 RUE DU GENERAL LECLERC;;;77780;BOURRON MARLOTTE;77;FRANCE;48.340719;2.71696;48.340719, 2.71696;1,378428754
14673A;LE CHATELET EN BRIE BP;Bureau de poste;20 RUE DU 26 AOUT 1944;;;77820;LE CHATELET EN BRIE;77;FRANCE;48.505;2.79169;48.505, 2.79169;1,368925529
14707A;ECHOUBOULAINS AP;Agence postale commnunale;MAIRIE;;;77830;ECHOUBOULAINS;77;FRANCE;48.4633;2.94545;48.4633, 2.94545;1,362922318
70177A;COULOMBS EN VALOIS AP;Relais poste commerçant;38 GRANDE RUE;LE FER A CHEVAL;;77840;COULOMBS EN VALOIS;77;FRANCE;49.0696;3.12623;49.0696, 3.12623;1,37867861
14691A;COUILLY PONT AUX DAMES BP;Bureau de poste;RUE EUGENE LEGER;;;77860;COUILLY PONT AUX DAMES;77;FRANCE;48.8842;2.85993;48.8842, 2.85993;1,390219403
14819A;SAMOIS SUR SEINE BP;Bureau de poste;44 PLACE DE LA REPUBLIQUE;;;77920;SAMOIS SUR SEINE;77;FRANCE;48.4511;2.74954;48.4511, 2.74954;1,374140446
14756A;MAINCY BP;Bureau de poste;9 T RUE ALFRED ET EDME SOMMIER;;;77950;MAINCY;77;FRANCE;48.5488;2.70299;48.5488, 2.70299;1,389505642
15075A;VERSAILLES SATORY BP;Bureau de poste;CENTRE COMMERCIAL DE SATORY ROUT;;;78000;VERSAILLES;78;FRANCE;48.7843;2.12557;48.7843, 2.12557;1,383464065
14927A;CHATEAUFORT AP;Agence postale commnunale;PLACE DE LA MAIRIE;;;78117;CHATEAUFORT;78;FRANCE;48.736;2.09113;48.736, 2.09113;1,362618947
15006A;RAMBOUILLET;Bureau de poste;1 PLACE ANDRE THOME;;;78120;RAMBOUILLET;78;FRANCE;48.6472;1.8242;48.6472, 1.8242;1,39314612
20273B;SONCHAMP RPC MULTISERVICES AP;Relais poste commerçant;57 RUE ANDRE THOME;;;78120;SONCHAMP;78;FRANCE;48.5759922;1.8776406;48.5759922, 1.8776406;1,375033
87902A;HERMERAY RPC AP;Relais poste commerçant;2 RUE MAIRIE;COMMERCE MULTI SERVICES;;78125;HERMERAY;78;FRANCE;48.6506;1.68864;48.6506, 1.68864;1,385041034
15064A;VELIZY VILLACOUBLAY BP;Bureau de poste;CENTRE COMMERCIAL VELIZY 2;;;78140;VELIZY VILLACOUBLAY;78;FRANCE;48.7799;2.20693;48.7799, 2.20693;1,380633856
14974A;MANTES LA JOLIE PRINCIPAL;Bureau de poste;6 RUE LA FONTAINE;;;78200;MANTES LA JOLIE;78;FRANCE;48.9998;1.68574;48.9998, 1.68574;1,384865293
